,job_titles,companies,company_ratings,locations,post_dates,Salary,Excel,Python,R,Java,Scala,C/C++,MATLAB,SAS,SQL/databases,Oracle,SPSS,Machine Learning,Data Mining/Analytics,Visualisation,Big Data,AWS Cloud,Jason,xml,Azure,Google Cloud,IBM,Operations research,DevOps,Git,presentation,management,agile,SDLC,decision making,problem solving,project_management,leadership,consulting
120,Jr Data Scientist Assistant - PAID STUDENT INTERNSHIP,Qode Social,,"Etobicoke, ON, M2N 0G3, Canada",Feb 19,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
121,Data & Applied Scientist,Microsoft,,"Vancouver, BC, Canada",Mar 04,,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
122,Senior Data Scientist,BDO,,"Greater Toronto Area, ON, Canada",Mar 01,,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
123,"Medical Scientist, HIV (Manitoba, Saskatchewan and the Atlantic",Gilead Science,,"Ontario, Canada",Feb 17,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
124,Principal Scientist,Emergent BioSolutions,,"Winnipeg, MB, R3T 5Y3, Canada",Feb 13,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
125,Machine Learning Scientist,Chisel AI,,"Chinatown, ON, M5S 0A2, Canada",Mar 04,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
126,Data/AI Scientist - Spécialiste données et intelligence artificielle,Paradigm,,"Montreal, QC, H3B 2E3, Canada",Mar 06,,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Analytics Engineer,Maple,,"Entertainment District, ON, M5J 2H5, Canada",Feb 23,,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
128,"Scientist / Engineer, Matrix Biology",STEMCELL Technologies,,"Chinatown, BC, V6A 4G5, Canada",Feb 23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
129,"Assistant Scientist II, Bioanalytics",Emergent BioSolutions,,"Winnipeg, MB, R3T 5Y3, Canada",Feb 15,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
130,Environmental Science Co-Op / Intern,"Gannett Fleming, Inc.",,"Toronto, ON, Canada",Feb 11,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131,"Assistant Scientist II, Bioanalytics",Emergent BioSolutions,,"Winnipeg, MB, R3T 5Y3, Canada",Feb 11,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
132,Data & Applied Scientist 2,Microsoft,,"Vancouver, BC, Canada",Feb 19,,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
133,Data & Applied Scientist II,Microsoft,,"Vancouver, BC, Canada",Feb 19,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
134,Emergency Response - Junior Environmental Engineer or Scientist,Ghd,,"Waterloo, ON, Canada",Feb 25,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
135,Senior Azure Cloud Architect,ivy group inc,,"Overbrook, ON, K1G 3H5, Canada",Feb 26,,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0
136,Director of Data Science,Blockthrough,,"Toronto, ON, Canada",Mar 04,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
137,Junior Test Engineer,ATTAbotics,,"Calgary, AB, Canada",Mar 02,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
138,Data Scientist,Mosaic,,"Regina, SK, Canada",Feb 09,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0
139,Senior Manager - Analytics and Reporting,Bank of Montreal,,"Ville-Marie, QC, H5A 1K6, Canada",Feb 10,,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
140,Histology Technician,Charles River Laboratories,,"Senneville, QC, H9X, Canada",Feb 24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,POST DOC - Applied Physics,Canadian Nuclear Laboratories,,"Chalk River, ON, Canada",Feb 17,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
142,Senior Data scientist,National Bank Financial Group,,"Point-Saint-Charles, QC, H3K 2N2, Canada",Feb 28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Lead Data Scientist,firstagency.com,,"Woodfield, ON, N6B 1T6, Canada",Feb 12,,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
144,Ingénieur de données /Data Engineer,Belcan,,"Longueuil, QC, Canada",Feb 11,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
145,Software Development Engineer,"Amazon Web Services Canada, In",,"Toronto, ON, Canada",Feb 25,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
146,Applied AI Scientist II,Bentley Systems,,"Quebec City, QC, G1E 3L1, Canada",Feb 24,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
147,"Manager, Financial Pricing Analytics",Scotiabank,,"Toronto, ON, M5C 2W1, Canada",Feb 16,,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
148,Snr. Manager Advanced Analytics,PepsiCo,,"Mississauga, ON, Canada",Mar 02,,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
149,Senior Technical Recruiter (ML/AI),ServiceNow,,"Montreal, QC, Canada",Feb 22,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
150,"Scientist, Fermentation R&D",Willow Biosciences,,"Burnaby, BC, Canada",Feb 12,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
151,Junior Environmental Engineer,Golder Associates,,"Terrace, BC, Canada",Mar 03,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
152,Contaminated Sites Engineer,Golder Associates,,"Vancouver, BC, Canada",Feb 24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1
153,Senior Remediation Engineer Specialist,Golder Associates,,"Terrace, BC, Canada",Feb 26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
154,Research Technician II (Formulation Chemistry),Terramera,,"Vancouver, BC, Canada",Mar 04,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
155,Junior Environmental Engineer,Golder,,"Lower Ten Oaks, BC, V2S 5P1, Canada",Mar 05,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
156,Contaminated Sites Engineer,Golder,,"Gastown, BC, V6B 1E4, Canada",Feb 26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1
157,Research Operations Lead,Corteva,,"Georgetown, ON, Canada",Feb 17,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
158,Senior Remediation Engineer Specialist,Golder,,"Lower Ten Oaks, BC, V2S 5P1, Canada",Feb 27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
159,Senior Manager - Analytics and Reporting,BMO Financial Group,,"Montreal, QC, Canada",Feb 11,,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
160,Lead Test Engineer (Test Automation),ATTAbotics,,"Calgary, AB, Canada",Mar 01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
161,Senior Machine Learning Engineer,Workday,,"Vancouver, BC, Canada",Mar 02,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Junior Technician - Contaminated Site Assessment and Remediation,Ghd,,"Ottawa, ON, Canada",Feb 13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
163,"Product Designer, Growth",Clio,,"Burnaby, BC, Canada",Mar 02,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
164,"Research Coordinator (Non Clinical), Infectious Diseases",nshealth.ca,,"Halifax, NS, B3H 2Y9, Canada",Mar 05,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
165,Research Engineer - HCI Platform Architecture,Facebook,,"Toronto, ON, Canada",Mar 05,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
166,"Research Coordinator (Non-Clinical), Infectious Diseases RSH",nshealth.ca,,"Halifax, NS, B3H 2Y9, Canada",Mar 05,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
167,Applications Engineer (Remote),ATTAbotics,,"Toronto, ON, Canada",Feb 12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
168,IT Support Specialist,ATTAbotics,,"Calgary, AB, Canada",Feb 12,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
169,Robot Technician,ATTAbotics,,"Calgary, AB, Canada",Feb 23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
